,Pattern,Metric,Value
870,P3,Max Wait,231.9
871,P3,Max Wait,194.8
872,P3,Max Wait,191.8
873,P3,Max Wait,189.1
874,P3,Max Wait,200.2
875,P3,Max Wait,236.3
876,P3,Max Wait,119.15
877,P3,Max Wait,290.1
878,P3,Max Wait,164.45
879,P3,Max Wait,269.95
880,P3,Max Wait,208.35
881,P3,Max Wait,169.1
882,P3,Max Wait,245.0
883,P3,Max Wait,222.95
884,P3,Max Wait,150.05
885,P3,Max Wait,265.45
886,P3,Max Wait,207.6
887,P3,Max Wait,119.3
888,P3,Max Wait,210.6
889,P3,Max Wait,198.6
890,P3,Max Wait,208.4
891,P3,Max Wait,251.3
892,P3,Max Wait,277.95
893,P3,Max Wait,185.55
894,P3,Max Wait,180.55
895,P3,Max Wait,190.6
896,P3,Max Wait,209.85
897,P3,Max Wait,220.9
898,P3,Max Wait,272.35
899,P3,Max Wait,208.0
900,P4,Reward,-2125.0
901,P4,Reward,-1715.0
902,P4,Reward,-2276.0
903,P4,Reward,-1618.0
904,P4,Reward,-2359.0
905,P4,Reward,-1769.0
906,P4,Reward,-1921.0
907,P4,Reward,-1734.0
908,P4,Reward,-1850.0
909,P4,Reward,-1545.0
910,P4,Reward,-1332.0
911,P4,Reward,-1320.0
912,P4,Reward,-2415.0
913,P4,Reward,-1840.0
914,P4,Reward,-1950.0
915,P4,Reward,-1502.0
916,P4,Reward,-1909.0
917,P4,Reward,-1341.0
918,P4,Reward,-1604.0
919,P4,Reward,-1302.0
920,P4,Reward,-1531.0
921,P4,Reward,-1822.0
922,P4,Reward,-1475.0
923,P4,Reward,-2085.0
924,P4,Reward,-2102.0
925,P4,Reward,-2184.0
926,P4,Reward,-2268.0
927,P4,Reward,-1940.0
928,P4,Reward,-2402.0
929,P4,Reward,-1599.0
930,P4,Reward,-1729.0
931,P4,Reward,-2436.0
932,P4,Reward,-1406.0
933,P4,Reward,-1951.0
934,P4,Reward,-1621.0
935,P4,Reward,-1635.0
936,P4,Reward,-1390.0
937,P4,Reward,-2321.0
938,P4,Reward,-2043.0
939,P4,Reward,-1770.0
940,P4,Reward,-1592.0
941,P4,Reward,-1743.0
942,P4,Reward,-2055.0
943,P4,Reward,-2669.0
944,P4,Reward,-2131.0
945,P4,Reward,-2455.0
946,P4,Reward,-1560.0
947,P4,Reward,-1633.0
948,P4,Reward,-1819.0
949,P4,Reward,-2499.0
950,P4,Reward,-1305.0
951,P4,Reward,-1782.0
952,P4,Reward,-1745.0
953,P4,Reward,-2352.0
954,P4,Reward,-2057.0
955,P4,Reward,-1587.0
956,P4,Reward,-1244.0
957,P4,Reward,-1358.0
958,P4,Reward,-1975.0
959,P4,Reward,-2004.0
960,P4,Reward,-1509.0
961,P4,Reward,-2286.0
962,P4,Reward,-2230.0
963,P4,Reward,-1336.0
964,P4,Reward,-1746.0
965,P4,Reward,-1804.0
966,P4,Reward,-2014.0
967,P4,Reward,-2260.0
968,P4,Reward,-1479.0
969,P4,Reward,-2171.0
970,P4,Reward,-2357.0
971,P4,Reward,-2558.0
972,P4,Reward,-1915.0
973,P4,Reward,-2034.0
974,P4,Reward,-1770.0
975,P4,Reward,-1924.0
976,P4,Reward,-1541.0
977,P4,Reward,-1798.0
978,P4,Reward,-1182.0
979,P4,Reward,-1876.0
980,P4,Reward,-1636.0
981,P4,Reward,-2186.0
982,P4,Reward,-1368.0
983,P4,Reward,-1433.0
984,P4,Reward,-2172.0
985,P4,Reward,-1448.0
986,P4,Reward,-2095.0
987,P4,Reward,-1432.0
988,P4,Reward,-1913.0
989,P4,Reward,-1721.0
990,P4,Reward,-1259.0
991,P4,Reward,-1642.0
992,P4,Reward,-1966.0
993,P4,Reward,-1439.0
994,P4,Reward,-1728.0
995,P4,Reward,-1504.0
996,P4,Reward,-2679.0
997,P4,Reward,-1669.0
998,P4,Reward,-2133.0
999,P4,Reward,-1957.0
1000,P4,Avg Wait,22.989735099337764
1001,P4,Avg Wait,20.134132581100136
1002,P4,Avg Wait,24.986197564276058
1003,P4,Avg Wait,19.219400855920128
1004,P4,Avg Wait,26.560425531914905
1005,P4,Avg Wait,21.06273247496425
1006,P4,Avg Wait,21.333560709413376
1007,P4,Avg Wait,20.226727785613555
1008,P4,Avg Wait,21.304843304843317
1009,P4,Avg Wait,17.281726907630524
1010,P4,Avg Wait,15.877272727272715
1011,P4,Avg Wait,15.273087621696796
1012,P4,Avg Wait,25.64852941176471
1013,P4,Avg Wait,21.89497084548106
1014,P4,Avg Wait,22.00263522884881
1015,P4,Avg Wait,18.231851311953356
1016,P4,Avg Wait,21.796616022099446
1017,P4,Avg Wait,15.571298882681555
1018,P4,Avg Wait,18.614733969986357
1019,P4,Avg Wait,16.51280674846625
1020,P4,Avg Wait,18.471156661786242
1021,P4,Avg Wait,19.419753886010355
1022,P4,Avg Wait,16.8630081300813
1023,P4,Avg Wait,21.912516212710763
1024,P4,Avg Wait,23.453721910112375
1025,P4,Avg Wait,23.285124508519008
1026,P4,Avg Wait,24.60461847389556
1027,P4,Avg Wait,20.967870967741927
1028,P4,Avg Wait,26.20103591160223
1029,P4,Avg Wait,18.333379310344828
1030,P4,Avg Wait,19.93769017980637
1031,P4,Avg Wait,26.5731724137931
1032,P4,Avg Wait,15.773102981029806
1033,P4,Avg Wait,21.908425414364643
1034,P4,Avg Wait,18.513392857142854
1035,P4,Avg Wait,18.936164383561643
1036,P4,Avg Wait,16.307355021216395
1037,P4,Avg Wait,25.24499323410011
1038,P4,Avg Wait,22.51598915989162
1039,P4,Avg Wait,21.100573888091812
1040,P4,Avg Wait,18.272752420470276
1041,P4,Avg Wait,20.706942392909898
1042,P4,Avg Wait,21.89305194805196
1043,P4,Avg Wait,28.42383488681758
1044,P4,Avg Wait,24.31408450704225
1045,P4,Avg Wait,25.37398427260813
1046,P4,Avg Wait,17.808782849239265
1047,P4,Avg Wait,19.059985835694047
1048,P4,Avg Wait,21.415736766809733
1049,P4,Avg Wait,27.15518867924529
1050,P4,Avg Wait,14.80033967391304
1051,P4,Avg Wait,20.081578947368424
1052,P4,Avg Wait,20.458786610878654
1053,P4,Avg Wait,25.598287671232903
1054,P4,Avg Wait,21.835301837270347
1055,P4,Avg Wait,18.381468531468514
1056,P4,Avg Wait,15.50051319648094
1057,P4,Avg Wait,16.370712209302326
1058,P4,Avg Wait,20.567474489795924
1059,P4,Avg Wait,21.419894598155473
1060,P4,Avg Wait,17.409223300970844
1061,P4,Avg Wait,23.863907284768207
1062,P4,Avg Wait,24.694601889338728
1063,P4,Avg Wait,16.144721825962897
1064,P4,Avg Wait,20.239127423822744
1065,P4,Avg Wait,20.004495912806526
1066,P4,Avg Wait,22.0745308310992
1067,P4,Avg Wait,24.138169934640562
1068,P4,Avg Wait,17.1649386084584
1069,P4,Avg Wait,23.64077540106951
1070,P4,Avg Wait,25.33664886515353
1071,P4,Avg Wait,28.620944992947834
1072,P4,Avg Wait,20.21095360824743
1073,P4,Avg Wait,22.006688741721877
1074,P4,Avg Wait,19.559628154050476
1075,P4,Avg Wait,20.67903439153439
1076,P4,Avg Wait,17.879460580912877
1077,P4,Avg Wait,19.802141900937084
1078,P4,Avg Wait,13.888098591549289
1079,P4,Avg Wait,20.44500657030223
1080,P4,Avg Wait,19.43503546099291
1081,P4,Avg Wait,23.233067729083686
1082,P4,Avg Wait,16.591762177650438
1083,P4,Avg Wait,17.177936962750714
1084,P4,Avg Wait,23.56501340482573
1085,P4,Avg Wait,17.708605974395454
1086,P4,Avg Wait,21.576272264631044
1087,P4,Avg Wait,16.603501400560223
1088,P4,Avg Wait,21.36162310866576
1089,P4,Avg Wait,19.853094233473993
1090,P4,Avg Wait,14.583012379642366
1091,P4,Avg Wait,18.615902964959574
1092,P4,Avg Wait,21.501871657754023
1093,P4,Avg Wait,16.70542253521125
1094,P4,Avg Wait,19.53675675675675
1095,P4,Avg Wait,17.803277545327763
1096,P4,Avg Wait,27.603764861294582
1097,P4,Avg Wait,19.146900269541796
1098,P4,Avg Wait,23.02506493506496
1099,P4,Avg Wait,20.909895833333326
1100,P4,Max Wait,110.65
1101,P4,Max Wait,97.1
1102,P4,Max Wait,99.55
1103,P4,Max Wait,79.1
1104,P4,Max Wait,103.0
1105,P4,Max Wait,99.3
1106,P4,Max Wait,113.15
1107,P4,Max Wait,96.5
1108,P4,Max Wait,99.5
1109,P4,Max Wait,79.15
1110,P4,Max Wait,59.75
1111,P4,Max Wait,80.2
1112,P4,Max Wait,124.8
1113,P4,Max Wait,96.75
1114,P4,Max Wait,92.6
1115,P4,Max Wait,88.55
1116,P4,Max Wait,93.75
1117,P4,Max Wait,79.25
1118,P4,Max Wait,78.65
1119,P4,Max Wait,98.85
1120,P4,Max Wait,79.55
1121,P4,Max Wait,98.65
1122,P4,Max Wait,76.55
1123,P4,Max Wait,101.2
1124,P4,Max Wait,105.3
1125,P4,Max Wait,100.7
1126,P4,Max Wait,96.55
1127,P4,Max Wait,75.35
1128,P4,Max Wait,112.9
1129,P4,Max Wait,74.45
1130,P4,Max Wait,90.9
1131,P4,Max Wait,118.95
1132,P4,Max Wait,57.75
1133,P4,Max Wait,101.05
1134,P4,Max Wait,79.0
1135,P4,Max Wait,76.85
1136,P4,Max Wait,65.75
1137,P4,Max Wait,107.95
1138,P4,Max Wait,92.25
1139,P4,Max Wait,90.7
1140,P4,Max Wait,95.1
1141,P4,Max Wait,91.65
1142,P4,Max Wait,101.15
1143,P4,Max Wait,99.15
1144,P4,Max Wait,104.85
1145,P4,Max Wait,111.85
1146,P4,Max Wait,78.2
1147,P4,Max Wait,83.25
1148,P4,Max Wait,98.5
1149,P4,Max Wait,116.95
1150,P4,Max Wait,51.25
1151,P4,Max Wait,91.55
1152,P4,Max Wait,96.95
1153,P4,Max Wait,100.4
1154,P4,Max Wait,95.8
1155,P4,Max Wait,79.65
1156,P4,Max Wait,57.0
1157,P4,Max Wait,57.35
1158,P4,Max Wait,84.15
1159,P4,Max Wait,99.3
1160,P4,Max Wait,74.55
1161,P4,Max Wait,111.55
1162,P4,Max Wait,101.6
1163,P4,Max Wait,66.3
1164,P4,Max Wait,94.2
1165,P4,Max Wait,139.2
1166,P4,Max Wait,90.1
1167,P4,Max Wait,99.25
1168,P4,Max Wait,69.95
1169,P4,Max Wait,99.2
1170,P4,Max Wait,101.85
1171,P4,Max Wait,115.8
1172,P4,Max Wait,98.8
1173,P4,Max Wait,101.25
1174,P4,Max Wait,88.15
1175,P4,Max Wait,96.05
1176,P4,Max Wait,81.0
1177,P4,Max Wait,86.9
1178,P4,Max Wait,61.6
1179,P4,Max Wait,89.55
1180,P4,Max Wait,82.6
1181,P4,Max Wait,100.4
1182,P4,Max Wait,61.45
1183,P4,Max Wait,75.35
1184,P4,Max Wait,98.1
1185,P4,Max Wait,61.55
1186,P4,Max Wait,98.95
1187,P4,Max Wait,79.35
1188,P4,Max Wait,102.85
1189,P4,Max Wait,80.95
1190,P4,Max Wait,60.05
1191,P4,Max Wait,86.35
1192,P4,Max Wait,100.55
1193,P4,Max Wait,76.9
1194,P4,Max Wait,93.1
1195,P4,Max Wait,81.2
1196,P4,Max Wait,116.0
1197,P4,Max Wait,75.4
1198,P4,Max Wait,87.05
1199,P4,Max Wait,95.0
