,Pattern,Metric,Value
1070,P4,Avg Wait,10.855941255006675
1071,P4,Avg Wait,10.637042062415205
1072,P4,Avg Wait,11.270653685674537
1073,P4,Avg Wait,10.334421768707488
1074,P4,Avg Wait,11.221200000000005
1075,P4,Avg Wait,12.422283356258587
1076,P4,Avg Wait,10.146388101982993
1077,P4,Avg Wait,10.300203804347827
1078,P4,Avg Wait,11.914589235127487
1079,P4,Avg Wait,11.31904761904762
1080,P4,Avg Wait,10.350559440559438
1081,P4,Avg Wait,11.15554744525548
1082,P4,Avg Wait,12.91479999999997
1083,P4,Avg Wait,10.649862637362645
1084,P4,Avg Wait,11.160194174757283
1085,P4,Avg Wait,10.473673469387757
1086,P4,Avg Wait,11.629263301500677
1087,P4,Avg Wait,8.82693351424694
1088,P4,Avg Wait,10.15020689655172
1089,P4,Avg Wait,11.397936085219708
1090,P4,Avg Wait,10.648378378378382
1091,P4,Avg Wait,10.948048452220723
1092,P4,Avg Wait,12.053917910447762
1093,P4,Avg Wait,10.825131926121363
1094,P4,Avg Wait,10.681441922563428
1095,P4,Avg Wait,9.728730822873088
1096,P4,Avg Wait,15.066415868673056
1097,P4,Avg Wait,11.051742627345847
1098,P4,Avg Wait,9.411348005502063
1099,P4,Avg Wait,11.033052039381158
1100,P4,Max Wait,300.05
1101,P4,Max Wait,116.05
1102,P4,Max Wait,152.45
1103,P4,Max Wait,300.05
1104,P4,Max Wait,300.05
1105,P4,Max Wait,300.05
1106,P4,Max Wait,300.05
1107,P4,Max Wait,100.7
1108,P4,Max Wait,300.05
1109,P4,Max Wait,300.05
1110,P4,Max Wait,110.75
1111,P4,Max Wait,200.3
1112,P4,Max Wait,181.9
1113,P4,Max Wait,144.45
1114,P4,Max Wait,570.3
1115,P4,Max Wait,300.05
1116,P4,Max Wait,152.4
1117,P4,Max Wait,594.15
1118,P4,Max Wait,300.05
1119,P4,Max Wait,300.05
1120,P4,Max Wait,365.25
1121,P4,Max Wait,300.05
1122,P4,Max Wait,135.15
1123,P4,Max Wait,300.05
1124,P4,Max Wait,300.05
1125,P4,Max Wait,144.15
1126,P4,Max Wait,300.05
1127,P4,Max Wait,226.6
1128,P4,Max Wait,300.05
1129,P4,Max Wait,300.05
1130,P4,Max Wait,300.05
1131,P4,Max Wait,300.05
1132,P4,Max Wait,309.0
1133,P4,Max Wait,861.5
1134,P4,Max Wait,300.05
1135,P4,Max Wait,300.05
1136,P4,Max Wait,300.05
1137,P4,Max Wait,300.05
1138,P4,Max Wait,244.4
1139,P4,Max Wait,170.1
1140,P4,Max Wait,300.05
1141,P4,Max Wait,230.8
1142,P4,Max Wait,139.85
1143,P4,Max Wait,183.05
1144,P4,Max Wait,142.6
1145,P4,Max Wait,574.2
1146,P4,Max Wait,300.05
1147,P4,Max Wait,300.05
1148,P4,Max Wait,305.1
1149,P4,Max Wait,300.05
1150,P4,Max Wait,103.6
1151,P4,Max Wait,199.8
1152,P4,Max Wait,300.05
1153,P4,Max Wait,300.05
1154,P4,Max Wait,300.05
1155,P4,Max Wait,300.05
1156,P4,Max Wait,160.7
1157,P4,Max Wait,302.05
1158,P4,Max Wait,144.0
1159,P4,Max Wait,300.05
1160,P4,Max Wait,150.05
1161,P4,Max Wait,586.55
1162,P4,Max Wait,595.95
1163,P4,Max Wait,579.45
1164,P4,Max Wait,300.05
1165,P4,Max Wait,589.35
1166,P4,Max Wait,300.05
1167,P4,Max Wait,148.45
1168,P4,Max Wait,300.05
1169,P4,Max Wait,209.75
1170,P4,Max Wait,300.05
1171,P4,Max Wait,589.1
1172,P4,Max Wait,172.35
1173,P4,Max Wait,161.4
1174,P4,Max Wait,166.95
1175,P4,Max Wait,313.6
1176,P4,Max Wait,300.05
1177,P4,Max Wait,584.9
1178,P4,Max Wait,327.55
1179,P4,Max Wait,300.05
1180,P4,Max Wait,119.75
1181,P4,Max Wait,300.05
1182,P4,Max Wait,399.05
1183,P4,Max Wait,320.05
1184,P4,Max Wait,300.05
1185,P4,Max Wait,128.35
1186,P4,Max Wait,300.05
1187,P4,Max Wait,109.95
1188,P4,Max Wait,174.15
1189,P4,Max Wait,300.05
1190,P4,Max Wait,152.9
1191,P4,Max Wait,338.55
1192,P4,Max Wait,155.6
1193,P4,Max Wait,300.05
1194,P4,Max Wait,300.05
1195,P4,Max Wait,96.4
1196,P4,Max Wait,360.8
1197,P4,Max Wait,300.05
1198,P4,Max Wait,140.5
1199,P4,Max Wait,305.75
